2023-01-28_10-04-27;0628;1428.187
2023-01-28_07-40-27;0507;1955.711
2023-01-28_05-16-27;0269;1528.199
2023-01-28_02-52-27;0168;1530.866
2023-01-28_12-28-27;0276;1772.458
2023-01-27_10-04-27;0081;1513.984
2023-01-27_07-40-27;0316;1958.749
2023-01-27_05-16-27;0378;1319.687
2023-01-27_02-52-27;0966;1689.875
2023-01-27_12-28-27;0098;1677.585
2023-01-27_10-04-27;0299;1228.557
2023-01-27_07-40-27;0654;1332.472
2023-01-27_05-16-27;0344;1124.247
2023-01-27_02-52-27;0267;1158.318
2023-01-27_12-28-27;0405;1677.292
2023-01-26_10-04-27;0975;1069.847
2023-01-26_07-40-27;0639;1472.807
2023-01-26_05-16-27;0378;1477.982
2023-01-26_02-52-27;0162;1845.621
2023-01-26_12-28-27;0666;1412.378
2023-01-26_10-04-27;0318;1249.102
2023-01-26_07-40-27;0822;1462.929
2023-01-26_05-16-27;0989;1362.813
2023-01-26_02-52-27;0511;1824.899
2023-01-26_12-28-27;0536;1507.199
2023-01-25_10-04-27;0236;1943.860
2023-01-25_07-40-27;0030;1822.995
2023-01-25_05-16-27;0921;1555.030
2023-01-25_02-52-27;0777;1786.462
2023-01-25_12-28-27;0070;1572.376
2023-01-25_10-04-27;0691;1238.608
2023-01-25_07-40-27;0873;1246.696
2023-01-25_05-16-27;0705;1015.100
2023-01-25_02-52-27;0944;1625.697
2023-01-25_12-28-27;0236;1828.383
2023-01-24_10-04-27;0542;1324.240
2023-01-24_07-40-27;0564;1270.256
2023-01-24_05-16-27;0020;1307.310
2023-01-24_02-52-27;0514;1104.503
2023-01-24_12-28-27;0747;1678.773
2023-01-24_10-04-27;0408;1318.477
2023-01-24_07-40-27;0602;1463.280
2023-01-24_05-16-27;0178;1726.100
2023-01-24_02-52-27;0944;1239.681
2023-01-24_12-28-27;0619;1417.685
2023-01-23_10-04-27;0467;1702.258
2023-01-23_07-40-27;0717;1010.640
2023-01-23_05-16-27;0565;1809.598
2023-01-23_02-52-27;0624;1474.554
2023-01-23_12-28-27;0595;1193.166
2023-01-23_10-04-27;0185;1364.157
2023-01-23_07-40-27;0181;1654.567
2023-01-23_05-16-27;0737;1649.598
2023-01-23_02-52-27;0962;1707.441
2023-01-23_12-28-27;0767;1065.669
2023-01-22_10-04-27;0765;1737.563
2023-01-22_07-40-27;0176;1774.441
2023-01-22_05-16-27;0206;1078.811
2023-01-22_02-52-27;0372;1442.353
2023-01-22_12-28-27;0895;1322.753
2023-01-22_10-04-27;0479;1947.911
2023-01-22_07-40-27;0326;1484.217
2023-01-22_05-16-27;0959;1345.599
2023-01-22_02-52-27;0372;1949.093
2023-01-22_12-28-27;0907;1333.917
2023-01-21_10-04-27;0160;1113.783
2023-01-21_07-40-27;0833;1578.608
2023-01-21_05-16-27;0704;1459.628
2023-01-21_02-52-27;0715;1939.335
2023-01-21_12-28-27;0202;1619.835
2023-01-21_10-04-27;0530;1886.935
2023-01-21_07-40-27;0925;1084.498
2023-01-21_05-16-27;0842;1431.021
2023-01-21_02-52-27;0980;1969.387
2023-01-21_12-28-27;0777;1979.432
2023-01-20_10-04-27;0270;1551.487
2023-01-20_07-40-27;0417;1672.295
2023-01-20_05-16-27;0744;1639.911
2023-01-20_02-52-27;0606;1450.794
2023-01-20_12-28-27;0947;1993.976
2023-01-20_10-04-27;0689;1697.605
2023-01-20_07-40-27;0971;1465.937
2023-01-20_05-16-27;0065;1382.302
2023-01-20_02-52-27;0889;1824.933
2023-01-20_12-28-27;0910;1015.629
2023-01-19_10-04-27;0395;1952.667
2023-01-19_07-40-27;0510;1467.590
2023-01-19_05-16-27;0291;1506.644
2023-01-19_02-52-27;0310;1073.234
2023-01-19_12-28-27;0059;1199.191
2023-01-19_10-04-27;0461;1248.560
2023-01-19_07-40-27;0930;1492.041
2023-01-19_05-16-27;0331;1656.444
2023-01-19_02-52-27;0248;1724.381
2023-01-19_12-28-27;0106;1425.432
2023-01-18_10-04-27;0057;1881.982
2023-01-18_07-40-27;0618;1616.786
2023-01-18_05-16-27;0497;1863.515
2023-01-18_02-52-27;0631;1631.121
2023-01-18_12-28-27;0565;1874.434
2023-01-18_10-04-27;0193;1537.258
2023-01-18_07-40-27;0157;1605.862
2023-01-18_05-16-27;0005;1503.004
2023-01-18_02-52-27;0558;1616.525
2023-01-18_12-28-27;0041;1517.648
2023-01-17_10-04-27;0084;1015.040
2023-01-17_07-40-27;0253;1995.287
2023-01-17_05-16-27;0962;1194.687
2023-01-17_02-52-27;0597;1774.435
2023-01-17_12-28-27;0268;1583.236
2023-01-17_10-04-27;0941;1502.652
2023-01-17_07-40-27;0649;1825.628
2023-01-17_05-16-27;0505;1813.399
2023-01-17_02-52-27;0800;1342.109
2023-01-17_12-28-27;0736;1189.567
2023-01-16_10-04-27;0216;1640.651
2023-01-16_07-40-27;0825;1283.307
2023-01-16_05-16-27;0282;1344.924
2023-01-16_02-52-27;0169;1996.947
2023-01-16_12-28-27;0569;1388.842
2023-01-16_10-04-27;0466;1322.616
2023-01-16_07-40-27;0483;1770.828
2023-01-16_05-16-27;0279;1132.963
2023-01-16_02-52-27;0338;1957.757
2023-01-16_12-28-27;0180;1492.183
2023-01-15_10-04-27;0603;1405.064
2023-01-15_07-40-27;0766;1684.411
2023-01-15_05-16-27;0645;1364.792
2023-01-15_02-52-27;0204;1733.621
2023-01-15_12-28-27;0356;1232.970
2023-01-15_10-04-27;0030;1749.952
2023-01-15_07-40-27;0639;1655.853
2023-01-15_05-16-27;0045;1694.511
2023-01-15_02-52-27;0865;1495.114
2023-01-15_12-28-27;0329;1986.522
2023-01-14_10-04-27;0470;1808.065
2023-01-14_07-40-27;0226;1175.922
2023-01-14_05-16-27;0922;1930.713
2023-01-14_02-52-27;0202;1220.702
2023-01-14_12-28-27;0924;1693.543
2023-01-14_10-04-27;0317;1932.495
2023-01-14_07-40-27;0146;1591.379
2023-01-14_05-16-27;0999;1155.664
2023-01-14_02-52-27;0390;1333.695
2023-01-14_12-28-27;0171;1864.068
2023-01-13_10-04-27;0724;1791.102
2023-01-13_07-40-27;0697;1405.341
2023-01-13_05-16-27;0588;1787.913
2023-01-13_02-52-27;0794;1042.284
2023-01-13_12-28-27;0979;1084.856
2023-01-13_10-04-27;0234;1505.834
2023-01-13_07-40-27;0866;1514.829
2023-01-13_05-16-27;0546;1933.610
2023-01-13_02-52-27;0207;1938.950
2023-01-13_12-28-27;0997;1983.916
2023-01-12_10-04-27;0572;1134.885
2023-01-12_07-40-27;0703;1046.546
2023-01-12_05-16-27;0511;1885.618
2023-01-12_02-52-27;0907;1686.985
2023-01-12_12-28-27;0929;1443.852
2023-01-12_10-04-27;0098;1804.276
2023-01-12_07-40-27;0512;1949.520
2023-01-12_05-16-27;0525;1818.575
2023-01-12_02-52-27;0288;1023.846
2023-01-12_12-28-27;0460;1737.060
2023-01-11_10-04-27;0295;1807.853
2023-01-11_07-40-27;0482;1786.787
2023-01-11_05-16-27;0480;1932.024
2023-01-11_02-52-27;0979;1457.393
2023-01-11_12-28-27;0346;1538.359
2023-01-11_10-04-27;0184;1807.823
2023-01-11_07-40-27;0862;1745.537
2023-01-11_05-16-27;0542;1750.458
2023-01-11_02-52-27;0263;1262.929
2023-01-11_12-28-27;0857;1751.774
2023-01-10_10-04-27;0889;1248.450
2023-01-10_07-40-27;0866;1627.939
2023-01-10_05-16-27;0874;1052.953
2023-01-10_02-52-27;0497;1689.816
2023-01-10_12-28-27;0611;1317.223
2023-01-10_10-04-27;0982;1037.853
2023-01-10_07-40-27;0314;1128.407
2023-01-10_05-16-27;0217;1288.336
2023-01-10_02-52-27;0158;1310.626
2023-01-10_12-28-27;0056;1267.481
2023-01-09_10-04-27;0475;1682.487
2023-01-09_07-40-27;0698;1798.655
2023-01-09_05-16-27;0171;1059.466
2023-01-09_02-52-27;0991;1245.341
2023-01-09_12-28-27;0855;1988.143
2023-01-09_10-04-27;0511;1562.377
2023-01-09_07-40-27;0219;1271.685
2023-01-09_05-16-27;0695;1559.674
2023-01-09_02-52-27;0003;1810.733
2023-01-09_12-28-27;0596;1636.176
2023-01-08_10-04-27;0512;1131.602
2023-01-08_07-40-27;0747;1755.446
2023-01-08_05-16-27;0657;1241.955
2023-01-08_02-52-27;0812;1582.687
2023-01-08_12-28-27;0815;1812.421
2023-01-08_10-04-27;0677;1579.474
2023-01-08_07-40-27;0313;1682.111
2023-01-08_05-16-27;0575;1099.366
2023-01-08_02-52-27;0297;1766.789
2023-01-08_12-28-27;0072;1421.398
2023-01-07_10-04-27;0179;1717.769
2023-01-07_07-40-27;0263;1780.291
2023-01-07_05-16-27;0869;1491.676
2023-01-07_02-52-27;0879;1039.042
2023-01-07_12-28-27;0526;1591.671
2023-01-07_10-04-27;0245;1207.740
2023-01-07_07-40-27;0085;1275.165
2023-01-07_05-16-27;0075;1405.467
2023-01-07_02-52-27;0534;1822.931
2023-01-07_12-28-27;0212;1843.966
2023-01-06_10-04-27;0710;1502.314
2023-01-06_07-40-27;0565;1538.915
2023-01-06_05-16-27;0563;1295.140
2023-01-06_02-52-27;0965;1520.918
2023-01-06_12-28-27;0197;1410.848
2023-01-06_10-04-27;0688;1908.674
2023-01-06_07-40-27;0408;1864.592
2023-01-06_05-16-27;0067;1613.833
2023-01-06_02-52-27;0098;1051.221
2023-01-06_12-28-27;0396;1077.646
2023-01-05_10-04-27;0802;1559.040
2023-01-05_07-40-27;0572;1450.059
2023-01-05_05-16-27;0128;1597.887
2023-01-05_02-52-27;0142;1488.582
2023-01-05_12-28-27;0057;1367.170
2023-01-05_10-04-27;0432;1309.784
2023-01-05_07-40-27;0364;1614.791
2023-01-05_05-16-27;0591;1456.379
2023-01-05_02-52-27;0243;1355.678
2023-01-05_12-28-27;0612;1762.103
2023-01-04_10-04-27;0002;1073.844
2023-01-04_07-40-27;0313;1443.361
2023-01-04_05-16-27;0181;1642.491
2023-01-04_02-52-27;0554;1808.392
2023-01-04_12-28-27;0010;1829.238
2023-01-04_10-04-27;0793;1710.451
2023-01-04_07-40-27;0024;1538.165
2023-01-04_05-16-27;0271;1895.682
2023-01-04_02-52-27;0384;1627.719
2023-01-04_12-28-27;0620;1515.482
2023-01-03_10-04-27;0291;1913.254
2023-01-03_07-40-27;0989;1565.655
2023-01-03_05-16-27;0720;1542.817
2023-01-03_02-52-27;0780;1861.001
2023-01-03_12-28-27;0080;1679.667
2023-01-03_10-04-27;0413;1184.685
2023-01-03_07-40-27;0753;1045.731
2023-01-03_05-16-27;0661;1599.892
2023-01-03_02-52-27;0618;1782.124
2023-01-03_12-28-27;0421;1284.012
2023-01-02_10-04-27;0880;1654.017
2023-01-02_07-40-27;0408;1898.310
2023-01-02_05-16-27;0725;1983.680
2023-01-02_02-52-27;0125;1107.299
2023-01-02_12-28-27;0931;1321.378
2023-01-02_10-04-27;0890;1636.447
2023-01-02_07-40-27;0376;1423.155
2023-01-02_05-16-27;0198;1039.319
2023-01-02_02-52-27;0478;1198.049
2023-01-02_12-28-27;0571;1185.238
2023-01-01_10-04-27;0396;1941.228
2023-01-01_07-40-27;0071;1296.410
2023-01-01_05-16-27;0920;1627.527
2023-01-01_02-52-27;0541;1830.627
2023-01-01_12-28-27;0805;1584.591
2023-01-01_10-04-27;0929;1313.771
2023-01-01_07-40-27;0890;1631.647
2023-01-01_05-16-27;0642;1590.277
2023-01-01_02-52-27;0627;1923.220
2023-01-01_12-28-27;0145;1626.882
2022-12-31_10-04-27;0144;1819.179
2022-12-31_07-40-27;0836;1093.080
2022-12-31_05-16-27;0534;1865.363
2022-12-31_02-52-27;0013;1979.079
2022-12-31_12-28-27;0024;1434.325
2022-12-31_10-04-27;0564;1459.713
2022-12-31_07-40-27;0589;1003.980
2022-12-31_05-16-27;0349;1125.363
2022-12-31_02-52-27;0511;1342.981
2022-12-31_12-28-27;0513;1539.031
2022-12-30_10-04-27;0909;1206.016
2022-12-30_07-40-27;0056;1901.390
2022-12-30_05-16-27;0821;1641.785
2022-12-30_02-52-27;0127;1843.112
2022-12-30_12-28-27;0619;1245.807
2022-12-30_10-04-27;0077;1937.991
2022-12-30_07-40-27;0556;1904.439
2022-12-30_05-16-27;0040;1399.841
2022-12-30_02-52-27;0432;1872.395
2022-12-30_12-28-27;0961;1242.678
2022-12-29_10-04-27;0569;1516.427
2022-12-29_07-40-27;0505;1465.206
2022-12-29_05-16-27;0225;1071.745
2022-12-29_02-52-27;0969;1162.292
2022-12-29_12-28-27;0649;1608.362
2022-12-29_10-04-27;0568;1418.893
2022-12-29_07-40-27;0567;1353.650
2022-12-29_05-16-27;0475;1849.669
2022-12-29_02-52-27;0052;1367.589
2022-12-29_12-28-27;0663;1193.887
2022-12-28_10-04-27;0450;1750.144
2022-12-28_07-40-27;0130;1318.923
2022-12-28_05-16-27;0826;1714.951
2022-12-28_02-52-27;0999;1160.860
2022-12-28_12-28-27;0477;1756.350
2022-12-28_10-04-27;0888;1188.096
2022-12-28_07-40-27;0907;1617.138
2022-12-28_05-16-27;0211;1301.345
2022-12-28_02-52-27;0003;1170.216
2022-12-28_12-28-27;0762;1915.341
2022-12-27_10-04-27;0739;1888.502
2022-12-27_07-40-27;0559;1479.921
2022-12-27_05-16-27;0362;1070.311
2022-12-27_02-52-27;0357;1703.414
2022-12-27_12-28-27;0230;1233.533
2022-12-27_10-04-27;0761;1471.617
2022-12-27_07-40-27;0246;1644.460
2022-12-27_05-16-27;0920;1449.137
2022-12-27_02-52-27;0691;1838.177
2022-12-27_12-28-27;0820;1596.501
2022-12-26_10-04-27;0211;1735.813
2022-12-26_07-40-27;0837;1761.436
2022-12-26_05-16-27;0522;1428.483
2022-12-26_02-52-27;0395;1577.511
2022-12-26_12-28-27;0672;1318.991
2022-12-26_10-04-27;0262;1333.357
2022-12-26_07-40-27;0737;1701.349
2022-12-26_05-16-27;0115;1674.857
2022-12-26_02-52-27;0892;1902.965
2022-12-26_12-28-27;0770;1558.591
2022-12-25_10-04-27;0655;1030.978
2022-12-25_07-40-27;0361;1432.873
2022-12-25_05-16-27;0972;1943.169
2022-12-25_02-52-27;0936;1312.912
2022-12-25_12-28-27;0749;1497.741
2022-12-25_10-04-27;0345;1893.275
2022-12-25_07-40-27;0434;1011.168
2022-12-25_05-16-27;0747;1414.945
2022-12-25_02-52-27;0651;1393.145
2022-12-25_12-28-27;0867;1571.673
2022-12-24_10-04-27;0774;1203.149
2022-12-24_07-40-27;0302;1066.534
2022-12-24_05-16-27;0939;1915.880
2022-12-24_02-52-27;0646;1896.855
2022-12-24_12-28-27;0612;1055.799
2022-12-24_10-04-27;0915;1488.017
2022-12-24_07-40-27;0994;1604.244
2022-12-24_05-16-27;0479;1914.712
2022-12-24_02-52-27;0116;1650.809
2022-12-24_12-28-27;0865;1420.066
2022-12-23_10-04-27;0747;1369.330
2022-12-23_07-40-27;0631;1320.528
2022-12-23_05-16-27;0195;1326.967
2022-12-23_02-52-27;0087;1268.868
2022-12-23_12-28-27;0213;1656.213
2022-12-23_10-04-27;0799;1225.432
2022-12-23_07-40-27;0322;1431.299
2022-12-23_05-16-27;0527;1725.878
2022-12-23_02-52-27;0704;1477.410
2022-12-23_12-28-27;0901;1432.037
2022-12-22_10-04-27;0547;1359.988
2022-12-22_07-40-27;0686;1668.513
2022-12-22_05-16-27;0506;1787.234
2022-12-22_02-52-27;0294;1763.752
2022-12-22_12-28-27;0890;1199.543
2022-12-22_10-04-27;0005;1313.079
2022-12-22_07-40-27;0241;1513.740
2022-12-22_05-16-27;0195;1740.633
2022-12-22_02-52-27;0710;1300.383
2022-12-22_12-28-27;0577;1303.815
2022-12-21_10-04-27;0857;1645.247
2022-12-21_07-40-27;0203;1599.875
2022-12-21_05-16-27;0939;1599.573
2022-12-21_02-52-27;0150;1523.070
2022-12-21_12-28-27;0027;1106.304
2022-12-21_10-04-27;0686;1332.744
2022-12-21_07-40-27;0671;1687.608
2022-12-21_05-16-27;0446;1656.163
2022-12-21_02-52-27;0741;1449.179
2022-12-21_12-28-27;0939;1222.943
2022-12-20_10-04-27;0324;1269.678
2022-12-20_07-40-27;0632;1110.867
2022-12-20_05-16-27;0121;1889.831
2022-12-20_02-52-27;0289;1289.855
2022-12-20_12-28-27;0897;1989.202
2022-12-20_10-04-27;0808;1730.584
2022-12-20_07-40-27;0080;1714.459
2022-12-20_05-16-27;0510;1902.665
2022-12-20_02-52-27;0353;1130.607
2022-12-20_12-28-27;0641;1290.163
2022-12-19_10-04-27;0489;1050.129
2022-12-19_07-40-27;0937;1023.341
2022-12-19_05-16-27;0948;1141.878
2022-12-19_02-52-27;0320;1602.152
2022-12-19_12-28-27;0128;1053.288
2022-12-19_10-04-27;0808;1899.931
2022-12-19_07-40-27;0551;1745.786
2022-12-19_05-16-27;0066;1664.933
2022-12-19_02-52-27;0769;1399.242
2022-12-19_12-28-27;0587;1873.349
2022-12-18_10-04-27;0395;1298.730
2022-12-18_07-40-27;0045;1812.959
2022-12-18_05-16-27;0945;1053.202
2022-12-18_02-52-27;0980;1866.791
2022-12-18_12-28-27;0940;1957.253
2022-12-18_10-04-27;0686;1794.443
2022-12-18_07-40-27;0208;1229.752
2022-12-18_05-16-27;0942;1512.596
2022-12-18_02-52-27;0463;1047.072
2022-12-18_12-28-27;0795;1031.121
2022-12-17_10-04-27;0723;1236.482
2022-12-17_07-40-27;0653;1999.647
2022-12-17_05-16-27;0624;1822.440
2022-12-17_02-52-27;0212;1015.906
2022-12-17_12-28-27;0746;1861.011
2022-12-17_10-04-27;0541;1713.944
2022-12-17_07-40-27;0043;1029.307
2022-12-17_05-16-27;0960;1094.187
2022-12-17_02-52-27;0126;1533.046
2022-12-17_12-28-27;0215;1344.884
2022-12-16_10-04-27;0245;1954.112
2022-12-16_07-40-27;0367;1570.484
2022-12-16_05-16-27;0585;1137.591
2022-12-16_02-52-27;0840;1719.720
2022-12-16_12-28-27;0730;1205.582
2022-12-16_10-04-27;0962;1590.684
2022-12-16_07-40-27;0966;1853.397
2022-12-16_05-16-27;0561;1293.740
2022-12-16_02-52-27;0011;1651.513
2022-12-16_12-28-27;0066;1916.958
2022-12-15_10-04-27;0453;1566.891
2022-12-15_07-40-27;0347;1270.271
2022-12-15_05-16-27;0424;1587.385
2022-12-15_02-52-27;0151;1117.277
2022-12-15_12-28-27;0196;1266.909
2022-12-15_10-04-27;0420;1641.909
2022-12-15_07-40-27;0712;1969.367
2022-12-15_05-16-27;0007;1312.359
2022-12-15_02-52-27;0609;1898.078
2022-12-15_12-28-27;0095;1568.539
2022-12-14_10-04-27;0895;1161.271
2022-12-14_07-40-27;0623;1572.592
2022-12-14_05-16-27;0895;1694.702
2022-12-14_02-52-27;0338;1738.067
2022-12-14_12-28-27;0563;1771.475
2022-12-14_10-04-27;0194;1588.833
2022-12-14_07-40-27;0325;1892.298
2022-12-14_05-16-27;0515;1469.628
2022-12-14_02-52-27;0676;1685.520
2022-12-14_12-28-27;0926;1374.887
2022-12-13_10-04-27;0033;1584.091
2022-12-13_07-40-27;0990;1414.812
2022-12-13_05-16-27;0017;1071.835
2022-12-13_02-52-27;0504;1436.223
2022-12-13_12-28-27;0920;1960.302
2022-12-13_10-04-27;0582;1647.960
2022-12-13_07-40-27;0929;1075.452
2022-12-13_05-16-27;0057;1923.964
2022-12-13_02-52-27;0400;1600.285
2022-12-13_12-28-27;0082;1261.636
2022-12-12_10-04-27;0984;1072.409
2022-12-12_07-40-27;0366;1494.179
2022-12-12_05-16-27;0347;1630.028
2022-12-12_02-52-27;0444;1906.916
2022-12-12_12-28-27;0163;1905.313
2022-12-12_10-04-27;0149;1894.562
2022-12-12_07-40-27;0571;1948.130
2022-12-12_05-16-27;0413;1942.967
2022-12-12_02-52-27;0014;1504.774
2022-12-12_12-28-27;0159;1680.004
2022-12-11_10-04-27;0941;1056.297
2022-12-11_07-40-27;0142;1052.378
2022-12-11_05-16-27;0174;1957.822
2022-12-11_02-52-27;0823;1190.602
2022-12-11_12-28-27;0016;1423.782
2022-12-11_10-04-27;0499;1948.936
2022-12-11_07-40-27;0454;1055.102
2022-12-11_05-16-27;0148;1225.533
2022-12-11_02-52-27;0488;1423.499
2022-12-11_12-28-27;0226;1107.816
2022-12-10_10-04-27;0856;1389.817
2022-12-10_07-40-27;0422;1124.967
2022-12-10_05-16-27;0242;1105.457
2022-12-10_02-52-27;0842;1053.119
2022-12-10_12-28-27;0225;1431.647
2022-12-10_10-04-27;0405;1097.743
2022-12-10_07-40-27;0589;1901.985
2022-12-10_05-16-27;0632;1550.648
2022-12-10_02-52-27;0333;1282.113
2022-12-10_12-28-27;0250;1354.198
2022-12-09_10-04-27;0241;1498.765
2022-12-09_07-40-27;0369;1611.160
2022-12-09_05-16-27;0876;1290.816
2022-12-09_02-52-27;0175;1027.080
2022-12-09_12-28-27;0083;1692.119
2022-12-09_10-04-27;0820;1268.795
2022-12-09_07-40-27;0062;1190.667
2022-12-09_05-16-27;0022;1364.539
2022-12-09_02-52-27;0963;1936.424
2022-12-09_12-28-27;0919;1975.853
2022-12-08_10-04-27;0545;1634.981
2022-12-08_07-40-27;0628;1427.168
2022-12-08_05-16-27;0158;1589.406
2022-12-08_02-52-27;0716;1226.071
2022-12-08_12-28-27;0350;1357.855
2022-12-08_10-04-27;0757;1937.038
2022-12-08_07-40-27;0597;1128.423
2022-12-08_05-16-27;0030;1448.316
